target_date,district,roll3_mm,roll7_mm,roll30_mm,label
2024-07-24,Ampāra,0.1592592653390158,0.1592592653390158,0.1592592653390158,Drought
2024-07-25,Ampāra,0.8370370552359199,0.8370370552359199,0.8370370552359199,Drought
2024-07-26,Ampāra,0.8888889095686918,0.8888889095686918,0.8888889095686918,Drought
2024-07-27,Ampāra,0.9111111267292766,1.0703703920682925,1.0703703920682925,Drought
2024-07-28,Ampāra,0.9037037234568044,1.7407407786927243,1.7407407786927243,Drought
2024-07-29,Ampāra,6.4148149679453645,7.303703877514057,7.303703877514057,Drought
2024-07-30,Ampāra,6.9296297943364245,8.000000186404717,8.000000186404717,Drought
2024-07-31,Ampāra,10.77037047144511,12.351851984798818,12.511111250137834,Drought
2024-08-01,Ampāra,8.24814808747789,14.714814909756026,15.551851964991947,Drought
2024-08-02,Ampāra,8.71111105066405,15.822222327500077,16.711111237068767,Drought
2024-08-03,Ampāra,7.737037053249681,19.177777911319225,20.248148303387516,Drought
2024-08-04,Ampāra,10.5481481915288,24.35925937782802,26.100000156520746,Normal
2024-08-05,Ampāra,17.62962957046446,27.037036930019166,34.34074080753322,Normal
2024-08-06,Ampāra,16.174073969159735,28.422222086142533,36.42222227254725,Normal
2024-08-07,Ampāra,13.433333288902299,27.02222219528521,39.53333344542304,Normal
2024-08-08,Ampāra,14.351852349112974,33.14074119165425,48.6925931566462,Normal
2024-08-09,Ampāra,13.392593099081772,33.10370413456025,49.814815371629024,Normal
2024-08-10,Ampāra,14.211111546810272,33.4962966888458,53.74444499223331,Normal
2024-08-11,Ampāra,15.64074116508708,38.23333416521253,64.33333432173328,Normal
2024-08-12,Ampāra,25.60370417900533,41.07777874310113,75.41851955063436,Normal
2024-08-13,Ampāra,31.46666755996439,48.78889027965045,85.2111125521977,Normal
2024-08-14,Ampāra,22.296296785717463,47.0962976620277,86.62963110745073,Normal
2024-08-15,Ampāra,17.296296975066902,44.022223369055055,92.71481652570125,Normal
2024-08-16,Ampāra,16.496296750964902,51.89259393153358,101.7074093031626,Normal
2024-08-17,Ampāra,24.6962965444221,57.581482659639526,111.32592765187285,Normal
2024-08-18,Ampāra,26.455555901003216,54.83703810497119,119.17037242670447,Normal
2024-08-19,Ampāra,28.370370965002508,54.659260717530756,130.0777802681651,Normal
2024-08-20,Ampāra,24.27777843094726,50.3925935306224,135.6037060828201,Normal
2024-08-21,Ampāra,17.09259294434573,49.63333426359945,136.2629653710502,Normal
2024-08-22,Ampāra,7.033333275604513,44.39629701806837,137.11111354376962,Normal
2024-08-23,Ampāra,2.4148148988379288,36.31111167849542,137.85926171631903,Normal
2024-08-24,Ampāra,3.61481485801221,28.551852577189567,139.04074317382648,Normal
2024-08-25,Ampāra,4.081481525639078,22.022222642704232,140.30370615984,Normal
2024-08-26,Ampāra,3.188888901824859,11.12962961531778,140.13703949141458,Normal
2024-08-27,Ampāra,1.4000000288119758,5.674074175054281,139.53703947918166,Normal
2024-08-28,Ampāra,0.5000000093373109,5.429629707695814,134.38889120123196,Normal
2024-08-29,Ampāra,2.2592592787292127,6.35555561844248,135.46666897580738,Normal
2024-08-30,Ampāra,5.400000025667907,8.65925930188426,134.16666903340445,Normal
2024-08-31,Ampāra,8.488888777652924,10.303703627336528,134.62963189140697,Normal
2024-09-01,Ampāra,12.444444260581594,14.718518353384995,139.20000218572494,Normal
2024-09-02,Ampāra,20.837037202205693,26.307407602265094,147.26666918236046,Normal
2024-09-03,Ampāra,20.214815276164906,29.11851887468946,144.29629897604312,Normal
2024-09-04,Ampāra,14.825926463429383,29.044444807477067,136.39629907868985,Normal
2024-09-05,Ampāra,3.662963151216924,27.71111147475281,134.75555836441765,Normal
2024-09-06,Ampāra,1.466666742901496,25.185185591923048,132.3296324300423,Normal
2024-09-07,Ampāra,1.548148198171603,22.103704227995745,123.5925949277485,Normal
2024-09-08,Ampāra,1.211111154320691,16.477778368491904,122.57407641965658,Normal
2024-09-09,Ampāra,1.107407415151306,5.455555804868657,119.22592829838334,Normal
2024-09-10,Ampāra,4.637037114506013,6.525926066336854,112.58889087716742,Normal
2024-09-11,Ampāra,5.244444527246965,6.8962964323094855,102.21481676789821,Normal
2024-09-12,Ampāra,6.055555612500007,7.848148266151742,93.81481635091895,Normal
2024-09-13,Ampāra,4.444444472864543,9.503703796299902,94.7370385643145,Normal
2024-09-14,Ampāra,5.311111146043504,10.659259380181387,90.22963093887482,Normal
2024-09-15,Ampāra,6.307407524525254,12.944444636356305,83.6259271244793,Normal
2024-09-16,Ampāra,6.3814815653317645,14.777777946480361,76.42222358522416,Normal
2024-09-17,Ampāra,7.848148246234625,13.870370511909996,71.62222328410623,Normal
2024-09-18,Ampāra,6.559259287559038,14.259259396668378,61.814815447035826,Normal
2024-09-19,Ampāra,4.777777818033367,13.500000152013719,56.922222972310266,Normal
2024-09-20,Ampāra,2.514814831556577,11.940740870602033,57.04444517131707,Normal
2024-09-21,Ampāra,2.344444475649137,11.29259272627401,57.125926647080455,Normal
2024-09-22,Ampāra,1.9518518879072928,9.144444515395758,56.45925996137964,Normal
2024-09-23,Ampāra,2.244444500706405,7.803703805976671,55.67407481401127,Normal
2024-09-24,Ampāra,2.125925974063808,5.570370454103194,55.17037109550518,Normal
2024-09-25,Ampāra,2.9925926253984643,5.577777853235185,56.26296368495324,Normal
2024-09-26,Ampāra,3.481481522206881,6.507407510150186,57.755556307406174,Normal
2024-09-27,Ampāra,10.229629783370292,13.28518540591691,64.90000086953818,Normal
2024-09-28,Ampāra,13.71851869220515,16.951852069791197,67.72222309842917,Normal
2024-09-29,Ampāra,23.211111644309465,27.766667266552357,75.56666792604773,Normal
2024-09-30,Ampāra,26.11851930980358,37.159260215014086,82.52963140168883,Normal
2024-10-01,Ampāra,23.148148918651337,37.97407501437873,78.42592775649892,Normal
2024-10-02,Ampāra,16.537037443953704,41.3111120851076,71.26666816779574,Normal
2024-10-03,Ampāra,10.722222383948232,44.40000107675544,73.03703850947215,Normal
2024-10-04,Ampāra,9.814815001616886,37.55926023262532,73.41481629468642,Normal
2024-10-05,Ampāra,8.044444532117435,35.63703792501988,75.64814954869625,Normal
2024-10-06,Ampāra,13.61111129450427,34.800000726950245,85.18148306107491,Normal
2024-10-07,Ampāra,34.940740631803116,46.381481554624855,106.80740872831794,Normal
2024-10-08,Ampāra,44.02222240985841,56.51111141622695,118.45926080423396,Normal
2024-10-09,Ampāra,56.514816197390644,74.77777948038718,140.58889184331426,Normal
2024-10-10,Ampāra,52.5518533890251,88.21111255970172,154.722225002837,Normal
